name,position,actual_eur,predicted_eur,abs_error_eur
Hakan Çalhanoğlu,Midfield,45000000.0,5.454856e+07,9548560.0
Yuji Kitajima,Midfield,400000.0,396870.53,3129.46875
Željko Vitorović,Goalkeeper,10000.0,249165.5,239165.5
Ibrahima Sonko,Defender,1500000.0,2.6195985e+06,1119598.5
Mamadou Samassa,Goalkeeper,3000000.0,2.119947e+06,880053.0
Stelios Vasiliou,Attack,800000.0,727507.0,72493.0
Mamor Niang,Attack,150000.0,266574.56,116574.5625
Gabriel Ávalos,Attack,1500000.0,2.8834555e+06,1383455.5
Ola Aina,Defender,22000000.0,2.2428012e+07,428012.0
Bung Meng Freimann,Defender,2500000.0,492319.38,2007680.625
Antonio Aranda,Midfield,300000.0,479607.62,179607.625
Joan Monterde,Attack,250000.0,287142.84,37142.84375
Martín Tejón,Attack,1000000.0,547718.8,452281.1875
Nicolás Quagliata,Midfield,1500000.0,814572.75,685427.25
Riccardo Cazzola,Midfield,1000000.0,1.6766194e+06,676619.375
Finn Dahmen,Goalkeeper,12000000.0,3.4346442e+06,8565355.75
Sercan Sararer,Midfield,3000000.0,3.0050005e+06,5000.5
Athanasios Michopoulos,Midfield,75000.0,44779.92,30220.078125
Bachir Diop,Midfield,100000.0,123813.484,23813.484375
Aleksandr Budakov,Goalkeeper,2000000.0,657258.4,1342741.625
Alex Luna,Midfield,4000000.0,648350.25,3351649.75
Andreja Stojanovic,Defender,400000.0,356888.7,43111.3125
German Onugkha,Attack,1800000.0,2.6572452e+06,857245.25
El Bilal Touré,Attack,20000000.0,1.053912e+07,9460880.0
Osaze De Rosario,Attack,800000.0,1.8618741e+06,1061874.125
Ilias Lazaridis,Defender,50000.0,121914.49,71914.4921875
Leonardo Melazzi,Attack,2000000.0,1.1121434e+06,887856.625
Brahim Díaz,Attack,45000000.0,6.224522e+07,17245220.0
Thomas Hitzlsperger,Midfield,9000000.0,3.3433075e+06,5656692.5
Simone Romagnoli,Defender,1900000.0,2.0674169e+06,167416.875
Oleksandr Aksyonov,Defender,300000.0,275344.7,24655.3125
Seiya Inoue,Defender,300000.0,270633.88,29366.125
Aleksandr Belozerov,Defender,3600000.0,1.5712859e+06,2028714.125
Silvije Begic,Defender,2500000.0,1.6747576e+06,825242.375
Redwan Bourlès,Midfield,300000.0,200850.95,99149.046875
Giannis Riganas,Goalkeeper,100000.0,185046.25,85046.25
José Antonio Reyes,Attack,35000000.0,1.4232013e+07,20767987.0
Jérémie Porsan-Clémente,Attack,250000.0,280148.97,30148.96875
Alexander Gorgon,Midfield,2500000.0,1.3495288e+06,1150471.25
Jonathan Franks,Attack,750000.0,423975.25,326024.75
Gonzalo González,Midfield,450000.0,586546.6,136546.625
Petr Sevcik,Midfield,3500000.0,1.7869696e+06,1713030.375
Maximilian Arnold,Midfield,19000000.0,2.152315e+07,2523150.0
Jakub Lapes,Goalkeeper,600000.0,145116.6,454883.40625
Evan Ferguson,Attack,65000000.0,2.520423e+07,39795770.0
Richarlison,Attack,65000000.0,5.7252384e+07,7747616.0
Emmanuel Godwin,Defender,500000.0,93303.31,406696.6875
Razhab Magomedov,Midfield,800000.0,902964.8,102964.8125
Ramzi Safuri,Midfield,1600000.0,2.5623198e+06,962319.75
Ilyes Chetti,Defender,750000.0,577403.5,172596.5
Mario Piccinocchi,Midfield,1750000.0,230955.39,1519044.609375
Derek Agyakwa,Defender,500000.0,683757.44,183757.4375
William Owusu,Attack,1500000.0,1.4449846e+06,55015.375
Nicola Danieli,Midfield,100000.0,169170.72,69170.71875
Tomasz Wójtowicz,Defender,650000.0,589124.8,60875.1875
Sefa Gülay,Attack,75000.0,36737.184,38262.81640625
Carlos Cuéllar,Defender,10000000.0,5.902609e+06,4097391.0
Carlos Aranda,Attack,2500000.0,3.2197932e+06,719793.25
Christos Voutsas,Midfield,200000.0,157125.81,42874.1875
Tim Lemperle,Attack,15000000.0,9.780278e+06,5219722.0
Dominik Chong Qui,Defender,100000.0,383118.78,283118.78125
Kanji Kuwayama,Attack,200000.0,254312.83,54312.828125
Abdulmalik Al-Oyayari,Defender,850000.0,352780.25,497219.75
Anastasios Karagiozis,Goalkeeper,200000.0,62838.723,137161.27734375
Nick Doodeman,Attack,600000.0,778035.3,178035.3125
Andrea Zaccagno,Goalkeeper,500000.0,130139.89,369860.109375
Onur Tuncer,Midfield,700000.0,440658.16,259341.84375
Franco Pulicastro,Attack,175000.0,606259.7,431259.6875
Hjalte Bidstrup,Defender,750000.0,596044.8,153955.1875
Victor Boniface,Attack,45000000.0,2.254695e+07,22453050.0
Ali Lajami,Defender,950000.0,1.1756202e+06,225620.25
Kristian Bach Bak,Defender,3000000.0,1.675304e+06,1324696.0
Fallou Sene,Attack,200000.0,210208.19,10208.1875
El Fardou Ben,Attack,4000000.0,5.417861e+06,1417861.0
Javier Suárez,Defender,500000.0,414098.97,85901.03125
Budu Zivzivadze,Attack,2500000.0,2.8739155e+06,373915.5
Agostino Camigliano,Defender,500000.0,262681.56,237318.4375
Tamirlan Dzhamalutdinov,Midfield,200000.0,216841.02,16841.015625
Guy Demel,Defender,6000000.0,1.7603476e+06,4239652.375
Evgeniy Livadnov,Defender,150000.0,147877.48,2122.515625
Helgi Danielsson,Midfield,2000000.0,1.7991326e+06,200867.375
Carlos Fortes,Attack,650000.0,293033.06,356966.9375
Keita Endo,Attack,1600000.0,1.417739e+06,182261.0
Higor Meritão,Midfield,1800000.0,1.2693182e+06,530681.75
Formose Mendy,Defender,1000000.0,957664.6,42335.375
André Martins,Midfield,7000000.0,4.1914002e+06,2808599.75
David Vanecek,Attack,750000.0,336468.28,413531.71875
Samir Memisevic,Defender,2500000.0,1.4254464e+06,1074553.625
Alessandro Sersanti,Midfield,400000.0,244458.06,155541.9375
Francisco Reyes Marizan,Defender,75000.0,69985.414,5014.5859375
Denys Kozhanov,Attack,1700000.0,913309.9,786690.125
Bar Lin,Attack,800000.0,720306.44,79693.5625
John McAtee,Attack,300000.0,451426.56,151426.5625
Goran Galesic,Midfield,750000.0,600558.7,149441.3125
Rodolfo Zelaya,Attack,150000.0,341002.78,191002.78125
Mark Waddington,Midfield,50000.0,103098.36,53098.359375
Andrea Sana,Defender,50000.0,69386.23,19386.2265625
Aliosman Aydin,Attack,125000.0,347956.03,222956.03125
Everton Galdino,Attack,2000000.0,1.2792651e+06,720734.875
Roman Emeljanov,Midfield,4000000.0,1.5340266e+06,2465973.375
Mohamed Helal,Midfield,800000.0,151805.17,648194.828125
Dmytro Bezruk,Goalkeeper,400000.0,301320.88,98679.125
Nemanja Nikolic,Attack,1500000.0,1.2213225e+06,278677.5
Erik Israelsson,Midfield,1000000.0,537463.1,462536.875
Kenneth Schuermans,Defender,800000.0,871838.75,71838.75
Pedro,Midfield,1600000.0,766811.3,833188.6875
Fabrice Pancrate,Attack,4000000.0,3.9435478e+06,56452.25
Adrián Zendejas,Goalkeeper,225000.0,512855.25,287855.25
Nikola Aksentijevic,Defender,2000000.0,1.397164e+06,602836.0
Jakub Reznicek,Attack,700000.0,1.247421e+06,547421.0
Taha Can Velioglu,Defender,300000.0,207254.34,92745.65625
Gideon Mensah,Defender,4000000.0,7.6523465e+06,3652346.5
Anthony Syhre,Midfield,350000.0,188419.05,161580.953125
Pelle Jensen,Defender,200000.0,265477.78,65477.78125
Zurab Ochigava,Defender,600000.0,352388.2,247611.8125
Zlatan Sehovic,Defender,800000.0,1.1118964e+06,311896.375
Sergiy Zagidulin,Midfield,100000.0,93687.26,6312.7421875
Chris Hamilton,Midfield,200000.0,119513.8,80486.203125
Maksym Khimchak,Attack,100000.0,64206.65,35793.3515625
Ethan Ebanks-Landell,Defender,250000.0,265083.12,15083.125
Junior Joachim,Attack,250000.0,294054.3,44054.3125
Francis Uzoho,Goalkeeper,1000000.0,668414.56,331585.4375
Nikolay Zaytsev,Defender,1800000.0,1.0101401e+06,789859.875
Mateusz Musialowski,Midfield,300000.0,425023.78,125023.78125
Florian Ballas,Defender,1000000.0,403693.97,596306.03125
Conor Henderson,Midfield,300000.0,250653.17,49346.828125
Munashe Garananga,Defender,2500000.0,2.7655522e+06,265552.25
Stian Kristiansen,Defender,700000.0,312973.6,387026.40625
Ricard Artero,Midfield,200000.0,1.0155832e+06,815583.1875
Mattia Perin,Goalkeeper,18000000.0,9.586867e+06,8413133.0
Migue Leal,Defender,600000.0,437970.1,162029.90625
Zinédine Ould Khaled,Midfield,400000.0,1.0349109e+06,634910.875
Anton Salabay,Attack,400000.0,527144.0,127144.0
Dugary Ndabashinze,Attack,1000000.0,654379.44,345620.5625
Guga,Defender,700000.0,739876.06,39876.0625
Robin Jalving,Goalkeeper,50000.0,94235.67,44235.671875
Fabian Menig,Defender,300000.0,491453.4,191453.40625
Lee McCulloch,Defender,3500000.0,1.0521501e+06,2447849.875
Théo Bongonda,Attack,11000000.0,2.0606042e+07,9606042.0
Emin Aladag,Midfield,700000.0,1.4317394e+06,731739.375
Wouter Dronkers,Goalkeeper,75000.0,66213.3,8786.703125
Elias Olsson,Defender,400000.0,622400.75,222400.75
Jordan McMillan,Defender,300000.0,358169.34,58169.34375
Eunan O'Kane,Midfield,1500000.0,1.9636375e+06,463637.5
Stefanos Evangelou,Defender,450000.0,482563.2,32563.1875
Theo Ryuki,Midfield,200000.0,218478.39,18478.390625
Denis Franchi,Goalkeeper,250000.0,142044.14,107955.859375
Pepe Castaño,Defender,800000.0,1.900078e+06,1100078.0
Quentin Cornette,Attack,1000000.0,795647.0,204353.0
Óscar Ustari,Goalkeeper,7000000.0,3.1816412e+06,3818358.75
Sirozhiddin Astanakulov,Attack,75000.0,74153.09,846.90625
Adrià Pedrosa,Defender,10000000.0,7.064498e+06,2935502.0
Gerasimos Voukelatos,Attack,175000.0,287885.34,112885.34375
Alexandre Lauray,Defender,400000.0,256428.95,143571.046875
Jasper Van Oudenhove,Midfield,300000.0,460478.6,160478.59375
Björn Vleminckx,Attack,4000000.0,1.8121164e+06,2187883.625
Gia Grigalava,Defender,2500000.0,2.1901575e+06,309842.5
Georgemy,Goalkeeper,900000.0,1.2645372e+06,364537.25
Rolando Bianchi,Attack,13000000.0,6.7271775e+06,6272822.5
Muhammad Candé,Defender,600000.0,762553.9,162553.875
Elliot Grandin,Midfield,2000000.0,536014.5,1463985.5
Bruno Chalkiadakis,Midfield,600000.0,666931.56,66931.5625
Colin Guske,Midfield,200000.0,563660.1,363660.125
Joseph Mangondo,Attack,50000.0,213338.36,163338.359375
Stanislav Bilenkyi,Attack,500000.0,426385.47,73614.53125
Kristijan Miljevic-Sachpekidis,Attack,300000.0,530083.56,230083.5625
Óscar Gil,Defender,700000.0,298340.53,401659.46875
Oleksandr Lebedenko,Midfield,200000.0,514139.25,314139.25
José Juan Manríquez,Defender,1000000.0,650634.0,349366.0
Theocharis Iliadis,Defender,400000.0,355297.34,44702.65625
Selvi Clua,Midfield,300000.0,1.2396178e+06,939617.75
Julien Ngoy,Attack,1000000.0,1.8270589e+06,827058.875
Oumar Diaby,Attack,200000.0,216618.2,16618.203125
Rémy Dugimont,Attack,900000.0,1.1802238e+06,280223.75
Nachon Nsingi,Attack,800000.0,1.2160692e+06,416069.25
Andrej Ilic,Attack,6000000.0,8.26777e+06,2267770.0
Brendan Chardonnet,Defender,8000000.0,3.3633042e+06,4636695.75
Chris Forrester,Midfield,200000.0,168490.14,31509.859375
Hugo Pérez,Defender,100000.0,257166.36,157166.359375
Mohammed Abu Abd,Defender,225000.0,219912.4,5087.59375
Thomas Heurtaux,Defender,5500000.0,3.1803368e+06,2319663.25
Réginal Goreux,Defender,2800000.0,2.1769448e+06,623055.25
Ricardinho,Attack,1000000.0,3.0647512e+06,2064751.25
Paul Tschernuth,Goalkeeper,100000.0,495363.7,395363.6875
Rayan Djédjé,Midfield,300000.0,334591.88,34591.875
Aboubacar Camara,Defender,150000.0,182019.16,32019.15625
Ezequiel Rescaldani,Attack,2200000.0,692754.9,1507245.125
Laurs Skjellerup,Attack,150000.0,84858.08,65141.921875
Serigne Faye,Attack,300000.0,181242.61,118757.390625
Yuning Zhang,Attack,2000000.0,1.7458191e+06,254180.875
Harrison Ashby,Defender,1400000.0,2.96106e+06,1561060.0
Matteo Bignetti,Goalkeeper,600000.0,441137.94,158862.0625
Jasper Schendelaar,Goalkeeper,2500000.0,963432.06,1536567.9375
Daniil Veselov,Goalkeeper,200000.0,551993.56,351993.5625
Marcus Bobjerg,Goalkeeper,200000.0,150259.39,49740.609375
Heiko Westermann,Defender,9000000.0,4.0334102e+06,4966589.75
Jefté,Defender,4000000.0,1.4329061e+07,10329061.0
Daniel Caligiuri,Attack,7500000.0,1.1802062e+07,4302062.0
Gustavo Puerta,Midfield,3000000.0,851325.94,2148674.0625
Nikola Zecevic,Defender,1000000.0,247095.17,752904.828125
Christian Tchouante,Defender,250000.0,219668.84,30331.15625
Pablo Sisniega,Goalkeeper,800000.0,493507.28,306492.71875
Roberto Olabe,Midfield,800000.0,1.120695e+06,320695.0
Peçanha,Goalkeeper,1100000.0,1.2626959e+06,162695.875
Andrey Demchenko,Defender,350000.0,151947.27,198052.734375
Ahmet Karademir,Attack,225000.0,149030.48,75969.515625
Bryan Romero,Defender,100000.0,478559.5,378559.5
Marco van Ginkel,Midfield,12000000.0,9.278522e+06,2721478.0
Jashar Beluli,Attack,200000.0,112912.516,87087.484375
Lucas Deaux,Midfield,3000000.0,2.6712655e+06,328734.5
Joan García,Goalkeeper,40000000.0,1.1741327e+07,28258673.0
Khaled Al-Asbahi,Midfield,400000.0,117749.016,282250.984375
Marc Vidal,Goalkeeper,300000.0,530203.4,230203.375
Luca Andrada,Midfield,200000.0,588350.56,388350.5625
Mads Enggård,Midfield,3000000.0,1.3749665e+06,1625033.5
Mohamed Elyounoussi,Attack,15000000.0,1.1410426e+07,3589574.0
Kike Pérez,Midfield,4500000.0,4.0409065e+06,459093.5
Juan Miritello,Attack,1000000.0,2.4083602e+06,1408360.25
Jim Larsen,Defender,2200000.0,1.4447339e+06,755266.125
Mert Can,Defender,50000.0,74314.65,24314.6484375
Daniil Martovoy,Attack,250000.0,137876.75,112123.25
Julien Duranville,Attack,8500000.0,3.6437575e+06,4856242.5
Yusuke Matsuo,Attack,1500000.0,1.3501879e+06,149812.125
Alejandro González,Defender,2000000.0,1.9098319e+06,90168.125
Rory Delap,Midfield,5500000.0,2.7777218e+06,2722278.25
Paul McMullan,Midfield,550000.0,384312.47,165687.53125
Antonio Briseño,Defender,2500000.0,2.5021092e+06,2109.25
Jonathan Okita,Attack,2500000.0,1.8840064e+06,615993.625
Wisdom Mike,Attack,5000000.0,1.1738939e+06,3826106.125
Maks Dziov,Defender,700000.0,537732.8,162267.1875
Rodrigo Sanguinetti,Defender,400000.0,1.0501332e+06,650133.25
Luca Rafaelli,Attack,400000.0,93985.17,306014.828125
Bruno Soares,Defender,1000000.0,859483.6,140516.375
Daniel Arzani,Attack,1500000.0,1.716011e+06,216011.0
Anton Rogochiy,Defender,500000.0,960700.7,460700.6875
Ricardo Bueno,Attack,600000.0,675111.2,75111.1875
Julien Vercauteren,Midfield,700000.0,3.2195445e+06,2519544.5
Daniel Royer,Attack,2500000.0,2.0724369e+06,427563.125
Matheus Pereira,Midfield,2000000.0,1.9671858e+06,32814.25
Fin Bartels,Attack,3750000.0,4.9985605e+06,1248560.5
Amel Mujanic,Midfield,1000000.0,390788.4,609211.59375
Franz-Ethan Meichtry,Midfield,3000000.0,709782.56,2290217.4375
Oliver Bias,Attack,100000.0,319812.78,219812.78125
Lorenzo Palmisani,Goalkeeper,200000.0,111265.58,88734.421875
Artem Stargorodskyi,Midfield,500000.0,1.227468e+06,727468.0
Andrea Masiello,Defender,5000000.0,5.7513385e+06,751338.5
João Ricciulli,Defender,100000.0,200337.48,100337.484375
Zach De Jesus,Defender,250000.0,222824.9,27175.09375
Seydou Sy,Goalkeeper,1000000.0,324859.97,675140.03125
Claudio Yacob,Midfield,6500000.0,5.4345345e+06,1065465.5
Jorge Casado,Defender,1500000.0,860486.7,639513.3125
Sebastian Maier,Midfield,700000.0,749210.3,49210.3125
Stefan Bastaja,Defender,300000.0,264186.44,35813.5625
Nazariy Nych,Attack,500000.0,458492.22,41507.78125
Azbe Jug,Goalkeeper,500000.0,443399.5,56600.5
Branislav Ivanovic,Defender,24000000.0,2.960509e+07,5605090.0
Nico Schulz,Defender,25000000.0,1.1248167e+07,13751833.0
Lars Dietz,Defender,300000.0,326952.94,26952.9375
Yves De Winter,Goalkeeper,1600000.0,683034.6,916965.375
Carlos Embalo,Attack,2000000.0,950102.4,1049897.625
Rodrigo Piñeiro,Attack,1500000.0,1.7184398e+06,218439.75
Frankie Kent,Defender,1200000.0,920840.94,279159.0625
Rui Fonte,Attack,6000000.0,4.410486e+06,1589514.0
Liel Abada,Attack,7500000.0,1.126442e+07,3764420.0
Fuat Gölbasi,Attack,150000.0,130582.48,19417.5234375
Raphaël Varane,Defender,80000000.0,2.805157e+07,51948430.0
Jere Uronen,Defender,3500000.0,5.456382e+06,1956382.0
Yoane Wissa,Attack,42000000.0,3.6241516e+07,5758484.0
Pedro Moreira,Midfield,1500000.0,2.5386242e+06,1038624.25
Kristian Bilovar,Defender,1500000.0,2.5139752e+06,1013975.25
Cristian Sima,Attack,350000.0,115434.305,234565.6953125
Ismael Bekhoucha,Defender,300000.0,631099.75,331099.75
Sergiy Garashchenkov,Defender,300000.0,358910.66,58910.65625
Ilya Belikov,Defender,25000.0,152478.27,127478.265625
Moon-hwan Kim,Defender,1000000.0,1.0505099e+06,50509.875
Scott Malone,Defender,3500000.0,1.6910299e+06,1808970.125
Lorenzo Dickmann,Defender,2200000.0,659149.6,1540850.375
Abdülkadir Kayali,Midfield,1500000.0,810125.06,689874.9375
Jaïr Haakmat,Defender,25000.0,145408.9,120408.90625
Andrea Ghion,Midfield,550000.0,504415.16,45584.84375
Mayk,Defender,500000.0,2.1690552e+06,1669055.25
Adrián Ortolá,Goalkeeper,1500000.0,1.1260506e+06,373949.375
Raed Jaziri,Defender,25000.0,62332.223,37332.22265625
Vojtech Stransky,Midfield,1500000.0,778099.1,721900.875
Jens Berthel Askou,Defender,1500000.0,1.2356826e+06,264317.375
Jhoan Pinto,Attack,50000.0,88724.87,38724.8671875
David Argüelles,Defender,150000.0,802978.6,652978.625
Cristiano Gomes,Defender,150000.0,237406.86,87406.859375
Luis Fariña,Midfield,3000000.0,2.455102e+06,544898.0
Finn Yeats,Midfield,400000.0,197728.55,202271.453125
Cătălin Cucoș,Defender,200000.0,354610.84,154610.84375
Milorad Pekovic,Midfield,1500000.0,2.376387e+06,876387.0
Garry Hay,Defender,450000.0,940949.94,490949.9375
Kevin Cuesta,Defender,500000.0,474126.25,25873.75
Nikola Sreckovic,Attack,1000000.0,286774.22,713225.78125
Cameron Jerome,Attack,5500000.0,2.830744e+06,2669256.0
Florian Miguel,Defender,2000000.0,867574.75,1132425.25
Aybars Garhan,Attack,700000.0,195482.14,504517.859375
Matej Markovic,Goalkeeper,350000.0,438471.2,88471.1875
Greg Ranjitsingh,Goalkeeper,300000.0,283234.56,16765.4375
Junior Zé,Attack,1500000.0,951929.0,548071.0
Stefan Visic,Attack,100000.0,320217.78,220217.78125
Uros Kabic,Attack,1200000.0,696728.9,503271.125
Xenofon Panos,Defender,350000.0,474863.84,124863.84375
Yegor Prokopenko,Defender,400000.0,327048.7,72951.3125
Kubilay Akyüz,Attack,125000.0,116926.98,8073.0234375
Matjaz Kamensek-Pahic,Defender,100000.0,251625.8,151625.796875
Euan Deveney,Defender,125000.0,125482.81,482.8125
Cristian Arrieta,Defender,900000.0,646896.94,253103.0625
Ali M'Madi,Attack,500000.0,608555.4,108555.375
Javi Rueda,Defender,4000000.0,5.9273335e+06,1927333.5
Kaur Kivila,Goalkeeper,75000.0,92031.35,17031.3515625
Anton Brady,Midfield,50000.0,66183.125,16183.125
Sultan Al-Anzi,Defender,75000.0,121989.164,46989.1640625
Marc Gual,Attack,1800000.0,1.2361069e+06,563893.125
Bruno Silva,Defender,300000.0,416243.75,116243.75
Grégoire Puel,Defender,1500000.0,2.7714375e+06,1271437.5
Akinkunmi Amoo,Attack,4000000.0,977393.3,3022606.6875
Yannis Tafer,Midfield,1250000.0,318144.53,931855.46875
Fabio Blanco,Attack,1000000.0,667951.3,332048.6875
Javier Umbides,Midfield,1250000.0,4.840591e+06,3590591.0
Christian Sørensen,Defender,500000.0,1.5782332e+06,1078233.25
Rafael Santos,Defender,800000.0,868174.8,68174.8125
Sören Ihssen,Goalkeeper,50000.0,227731.3,177731.296875
Samba Ndiaye,Midfield,100000.0,343422.06,243422.0625
Mattheos Maroukakis,Attack,400000.0,301413.72,98586.28125
Dimitrios Kourbelis,Midfield,2000000.0,6.6137805e+06,4613780.5
Luca Marrone,Defender,7000000.0,2.4547625e+06,4545237.5
David Aquino,Defender,75000.0,303618.16,228618.15625
Lima,Midfield,3000000.0,1.7984362e+06,1201563.75
Aristotelis Kollaras,Defender,200000.0,145035.38,54964.625
Fabian Frei,Midfield,5000000.0,3.4538595e+06,1546140.5
Alejandro Iturbe,Goalkeeper,2000000.0,407460.1,1592539.90625
Eliot Bujupi,Attack,500000.0,363719.16,136280.84375
Nemanja Mijušković,Defender,550000.0,869088.5,319088.5
Kgaogelo Sekgota,Attack,650000.0,405045.62,244954.375
Erwin Bloj,Defender,225000.0,207385.62,17614.375
Stefan Scougall,Midfield,300000.0,316877.9,16877.90625
Vicente Gómez,Midfield,3500000.0,2.3372342e+06,1162765.75
Kian Fitz-Jim,Midfield,5000000.0,1.1080119e+07,6080119.0
Diego Mastrángelo,Defender,200000.0,339179.34,139179.34375
Salvador Reyes,Defender,3500000.0,2.588467e+06,911533.0
Márkó Futács,Attack,1600000.0,1.010915e+06,589085.0
Yazalde,Attack,2800000.0,1.5058442e+06,1294155.75
François-Joseph Sollacaro,Goalkeeper,300000.0,621231.9,321231.875
Pavel Sulc,Midfield,20000000.0,1.6762342e+07,3237658.0
Volkan Babacan,Goalkeeper,8000000.0,5.4283185e+06,2571681.5
Carlo Holse,Midfield,6000000.0,7.442423e+06,1442423.0
Mattia Ciucci,Defender,50000.0,140840.11,90840.109375
Korede Osundina,Attack,450000.0,704050.8,254050.8125
Wesley Adeh,Midfield,250000.0,515252.03,265252.03125
Rhoys Wiggins,Defender,750000.0,465783.97,284216.03125
Michele Paolucci,Attack,3500000.0,1.3399081e+06,2160091.875
Loïc Badé,Defender,30000000.0,2.4684182e+07,5315818.0
Dylan Ouedraogo,Defender,750000.0,947348.25,197348.25
Egoitz Muñoz,Defender,200000.0,236572.2,36572.203125
Jong-woo Kim,Midfield,950000.0,354068.47,595931.53125
Geoffroy Serey Dié,Midfield,3000000.0,5.93343e+06,2933430.0
Ester Sokler,Attack,1200000.0,1.5036042e+06,303604.25
Jérémie Broh,Midfield,800000.0,398518.1,401481.90625
Éderson,Midfield,50000000.0,3.7474268e+07,12525732.0
Fernando Alexandre,Midfield,1800000.0,1.3435011e+06,456498.875
Diego Chará,Midfield,900000.0,3.1278875e+06,2227887.5
Vladislav Bibchenko,Goalkeeper,50000.0,94209.336,44209.3359375
Ayyoub Allach,Midfield,400000.0,251337.77,148662.234375
Jerson Cabral,Attack,1500000.0,1.9404588e+06,440458.75
Hasan Ücüncü,Midfield,2250000.0,553274.25,1696725.75
Steven Pienaar,Midfield,11000000.0,9.687912e+06,1312088.0
Edwin Maanane,Attack,400000.0,195593.11,204406.890625
Homare Tokuda,Attack,200000.0,310363.3,110363.3125
Rafael Forster,Defender,1800000.0,1.1955614e+06,604438.625
Nathan Mbala,Attack,3000000.0,854945.7,2145054.3125
Rhys Caves,Midfield,50000.0,36375.16,13624.83984375
Julián Vignolo,Attack,2000000.0,1.3569158e+06,643084.25
Nicolas Feldhahn,Midfield,500000.0,818131.44,318131.4375
Darije Markocevic,Attack,100000.0,271059.03,171059.03125
Karl Toko Ekambi,Attack,18000000.0,1.4739373e+07,3260627.0
Kader Keita,Midfield,1700000.0,1.629674e+06,70326.0
Lazar Miladinovic,Defender,750000.0,141916.6,608083.40625
Dalton Wilkins,Defender,250000.0,561127.0,311127.0
Baris Özbek,Midfield,4000000.0,1.1092495e+06,2890750.5
Adam Federici,Goalkeeper,2000000.0,3.085132e+06,1085132.0
Ryan Edwards,Defender,500000.0,739905.0,239905.0
Jhon Murillo,Attack,2500000.0,5.446743e+06,2946743.0
Cas Peters,Attack,650000.0,541054.3,108945.6875
Mamadou Loum,Midfield,5000000.0,1.8706271e+06,3129372.875
Ibrahim Halil Yasar,Midfield,100000.0,135516.03,35516.03125
Murat Sevimler,Attack,50000.0,90662.43,40662.4296875
Zakaria Silini,Attack,50000.0,97077.7,47077.703125
Joe Cardle,Attack,500000.0,614199.3,114199.3125
Raúl Almeida,Attack,150000.0,193296.11,43296.109375
Danylo Kucher,Goalkeeper,350000.0,334176.97,15823.03125
Niki Zimling,Midfield,3000000.0,1.5149565e+06,1485043.5
Osman Hadzikic,Goalkeeper,1000000.0,280570.34,719429.65625
Karl Hein,Goalkeeper,3000000.0,6.706231e+06,3706231.0
Roni,Attack,750000.0,1.3515212e+06,601521.25
Denis Masyutin,Defender,175000.0,158450.33,16549.671875
Saleh Al-Amri,Attack,1000000.0,719315.2,280684.8125
Tom Bischof,Midfield,40000000.0,4.9278824e+07,9278824.0
Jamie Hamill,Defender,750000.0,620828.56,129171.4375
Kyllian Antonio,Defender,1500000.0,1.4388036e+06,61196.375
Yohandry Orozco,Midfield,1100000.0,676235.6,423764.375
Elvis Manu,Attack,2000000.0,4.083723e+06,2083723.0
Osmar Ferreyra,Midfield,4250000.0,1.4072374e+06,2842762.625
Dario Dumic,Defender,2500000.0,2.7980502e+06,298050.25
Andrea Vassallo,Attack,250000.0,306977.78,56977.78125
Rodney Geerlinks,Goalkeeper,50000.0,96557.04,46557.0390625
Tristan Blackmon,Defender,3500000.0,2.1746768e+06,1325323.25
Vicente Bellmunt,Goalkeeper,25000.0,100309.39,75309.390625
Axel Guéguin,Attack,800000.0,730036.8,69963.1875
Robin Bormuth,Defender,1750000.0,882557.5,867442.5
Antonio López,Defender,10500000.0,2.7790942e+06,7720905.75
Isa Sakamoto,Midfield,3500000.0,3.3121148e+06,187885.25
Benjamin Böckle,Defender,700000.0,418562.1,281437.90625
Pablo Lombo,Goalkeeper,100000.0,201967.89,101967.890625
Pekin Kösnek,Midfield,250000.0,532087.75,282087.75
Arjen Robben,Attack,40000000.0,1.0586728e+07,29413272.0
Aidan Wilson,Defender,175000.0,249879.86,74879.859375
João Almeida,Defender,400000.0,693866.3,293866.3125
Tristan van Gilst,Attack,650000.0,543515.5,106484.5
Muhamed Tahiri,Attack,50000.0,70202.47,20202.46875
Alan Bagaev,Defender,250000.0,269017.1,19017.09375
Şener Özbayraklı,Defender,6000000.0,5.845347e+06,154653.0
Milan van Ewijk,Defender,7000000.0,1.2194848e+06,5780515.25
Alexandre D'Acol,Attack,550000.0,1.1623672e+06,612367.25
Gael Etock,Attack,500000.0,567603.3,67603.3125
Andrea Romanò,Midfield,600000.0,468225.03,131774.96875
Petter Nosa Dahl,Attack,2500000.0,3.2742112e+06,774211.25
Cristian Paz,Defender,500000.0,420599.22,79400.78125
Giovani Ghimfus,Midfield,200000.0,149414.16,50585.84375
Dorian Bertrand,Attack,500000.0,307608.16,192391.84375
Josh Dasilva,Midfield,16000000.0,7.172936e+06,8827064.0
Bartlomiej Wdowik,Defender,3000000.0,1.1719911e+06,1828008.875
Caolan Boyd-Munce,Midfield,450000.0,1.9548706e+06,1504870.625
James Trafford,Goalkeeper,30000000.0,7.070396e+06,22929604.0
Zuriko Davitashvili,Attack,3000000.0,6.603923e+06,3603923.0
Ishak Dogan,Defender,2600000.0,1.03756225e+06,1562437.75
